RELATÓRIO SICO CONSULTA EXTERNA - INFORMAÇÕES DE CONTAS ANALÍTICAS 
Data da Geração:21/06/2026
Tipo de Eleição: Partidária Anual 
Tipo de Direção Partidária: Direção Nacional

Número CNPJ; Número do Partido; Partido; Órgão / Candidato; Cargo; Tipo; Eleição / Exercício; UF/Localidade; Zona; Situação; Data do Lançamento; Tipo de Julgamento; Espécie da Decisão; Número Documento da Decisão; Nº Protocolo SADP/PJe; Data Protocolo; Data da Publicação; Data do Trânsito em Julgado; Início Suspensão; Fim Suspensão; Desconto; Multa; Recolhimento ao Erário; Redução de Repasse
'00676213000138' ;15;MDB / PMDB;Direção Nacional - MDB;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130101920246000000' ;30/06/2024;;;;;-;-;-;Não;
'03653474000120' ;45;PSDB;Direção Nacional - PSDB;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130258520246000000' ;01/07/2024;;;;;-;-;-;Não;
'44551496000167' ;44;UNIÃO;Direção Nacional - UNIÃO;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129998720246000000' ;28/06/2024;;;;;-;-;-;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130007220246000000' ;28/06/2024;;;;;-;-;-;Não;
'29549433000182' ;33;MOBILIZA / PMN;Direção Nacional - PMN;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130128620246000000' ;30/06/2024;;;;;-;-;-;Não;
'54956495000156' ;65;PC DO B / PCDOB;Direção Nacional - PC do B;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130110420246000000' ;30/06/2024;;;;;-;-;-;Não;
'06954942000195' ;50;PSOL;Direção Nacional - PSOL;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129938020246000000' ;28/06/2024;;;;;-;-;-;Não;
'03605136000113' ;14;PTB;Direção Nacional - PTB;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06001793620246000000' ;19/03/2024;;;;;-;-;-;Não;
'59933952000100' ;70;AVANTE / PT DO B;Direção Nacional - AVANTE;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130093420246000000' ;30/06/2024;;;;;-;-;-;Não;
'00676262000170' ;13;PT;Direção Nacional - PT;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129539820246000000' ;26/06/2024;;;;;-;-;-;Não;
'13629827000100' ;55;PSD;Direção Nacional - PSD;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129201120246000000' ;24/06/2024;;;;;-;-;-;Não;
'18532307000107' ;77;SD / SDD / SOLIDARIEDADE;Direção Nacional - SOLIDARIEDADE;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130267020246000000' ;01/07/2024;;;;;-;-;-;Não;
'01450856000121' ;20;PSC;Direção Nacional - PSC;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06006525620236000000' ;06/11/2023;;;;;-;-;-;Não;
'00719575000169' ;12;PDT;Direção Nacional - PDT;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129236320246000000' ;25/06/2024;;;;;-;-;-;Não;
'32206989000180' ;36;AGIR / PTC;Direção Nacional - AGIR;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129720720246000000' ;27/06/2024;;;;;-;-;-;Não;
'17981188000107' ;18;REDE;Direção Nacional - REDE;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130067920246000000' ;30/06/2024;;;;;-;-;-;Não;
'13405866000124' ;30;NOVO;Direção Nacional - NOVO;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130214820246000000' ;01/07/2024;;;;;-;-;-;Não;
'08950803000119' ;51;PATRI / PATRIOTA / PEN;Direção Nacional - PATRIOTA;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06000529820246000000' ;26/02/2024;;;;;-;-;-;Não;
'01248362000169' ;19;PODE / PTN;Direção Nacional - PODE;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129772920246000000' ;27/06/2024;;;;;-;-;-;Não;
'01421697000137' ;40;PSB;Direção Nacional - PSB;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129946520246000000' ;28/06/2024;;;;;-;-;-;Não;
'01272982000133' ;28;PRTB;Direção Nacional - PRTB;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130084920246000000' ;30/06/2024;;;;;-;-;-;Não;
'73282907000164' ;16;PSTU;Direção Nacional - PSTU;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06003023420246000000' ;03/05/2024;;;;;-;-;-;Não;
'00887169000105' ;11;PP;Direção Nacional - PP;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129045720246000000' ;14/06/2024;;;;;-;-;-;Não;
'08517423000195' ;22;PL / PR;Direção Nacional - PL;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129738920246000000' ;27/06/2024;;;;;-;-;-;Não;
'01307059000190' ;29;PCO;Direção Nacional - PCO;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;10/08/2023;-;-;'-' ;'06004282120236000000' ;30/06/2023;;;;;-;-;-;Não;
'01127628000115' ;27;DC / PSDC;Direção Nacional - DC;-;Prestação de contas partidárias anuais;2018;BR - BRASIL;-;Em trâmite;08/09/2023;-;-;'-' ;'0600273572019' ;17/05/2019;;;;;-;-;-;Não;
'01127628000115' ;27;DC / PSDC;Direção Nacional - DC;-;Prestação de contas partidárias anuais;2018;BR - BRASIL;-;Julgada;08/09/2023;Aprovada com ressalvas;Acórdão;'158725159' ;'-' ;;08/03/2023;02/06/2023;;;-;-;110474.38;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;08/09/2023;-;-;'-' ;'0600336142021' ;14/07/2021;;;;;-;-;-;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;07/08/2024;Conta não prestada;Acórdão;'0600336-14.2021.6.00' ;'-' ;;28/04/2023;04/05/2023;01/09/2024;;-;-;13989.67;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Regularizada;18/09/2025;-;Regularizada;'-' ;'06132856520246000000' ;;02/09/2025;;;;-;-;-;Não;
'01307059000190' ;29;PCO;Direção Nacional - PCO;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;08/09/2023;-;-;'-' ;'0600337962021' ;15/07/2021;;;;;-;-;-;Não;
'01307059000190' ;29;PCO;Direção Nacional - PCO;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;08/09/2023;Desaprovada;Acórdão;'159046203' ;'-' ;;26/06/2023;29/06/2023;;;-;-;4500.29;Não;
'10947546000108' ;54;PPL;Direção Nacional - PPL;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;31/10/2023;Aprovada com ressalvas;Decisão Monocrática;'157645644' ;'06006708220206000000' ;21/06/2020;30/06/2022;02/08/2022;;;-;-;-;Não;
'49054431000120' ;25;PRD;Direção Nacional - PRD;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Julgada;08/12/2024;Aprovada;Decisão Monocrática;'163135028' ;'06129106420246000000' ;18/06/2024;04/12/2024;06/12/2024;;;-;-;-;Não;
'01307059000190' ;29;PCO;Direção Nacional - PCO;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129963520246000000' ;28/06/2024;;;;;-;-;-;Não;
'12952205000156' ;90;PROS;Direção Nacional - PROS;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06005806920236000000' ;25/09/2023;;;;;-;-;-;Não;
'26235522000166' ;80;UP;Direção Nacional - UP;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130137120246000000' ;30/06/2024;;;;;-;-;-;Não;
'01585552000171' ;21;PCB;Direção Nacional - PCB;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06129972020246000000' ;28/06/2024;;;;;-;-;-;Não;
'00676213000138' ;15;MDB / PMDB;Direção Nacional - MDB;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006103620256000000' ;30/06/2025;;;;;-;-;-;Não;
'13405866000124' ;30;NOVO;Direção Nacional - NOVO;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006095120256000000' ;30/06/2025;;;;;-;-;-;Não;
'31886963000168' ;43;PV;Direção Nacional - PV;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06005982220256000000' ;30/06/2025;;;;;-;-;-;Não;
'44551496000167' ;44;UNIÃO;Direção Nacional - UNIÃO;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;17/06/2025;-;-;'-' ;'06005298720256000000' ;16/06/2025;;;;;-;-;-;Não;
'73282907000164' ;16;PSTU;Direção Nacional - PSTU;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06005990720256000000' ;30/06/2025;;;;;-;-;-;Não;
'07665132000181' ;10;PRB / REPUBLICANOS;Direção Nacional - REPUBLICANOS;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;23/06/2025;-;-;'-' ;'06005636220256000000' ;23/06/2025;;;;;-;-;-;Não;
'59933952000100' ;70;AVANTE / PT DO B;Direção Nacional - AVANTE;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006025920256000000' ;30/06/2025;;;;;-;-;-;Não;
'01127628000115' ;27;DC / PSDC;Direção Nacional - DC;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;30/06/2025;-;-;'-' ;'06005956720256000000' ;30/06/2025;;;;;-;-;-;Não;
'00719575000169' ;12;PDT;Direção Nacional - PDT;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;29/06/2025;-;-;'-' ;'06005896020256000000' ;28/06/2025;;;;;-;-;-;Não;
'06954942000195' ;50;PSOL;Direção Nacional - PSOL;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006051420256000000' ;30/06/2025;;;;;-;-;-;Não;
'29549433000182' ;33;MOBILIZA / PMN;Direção Nacional - MOBILIZA;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006086620256000000' ;30/06/2025;;;;;-;-;-;Não;
'17981188000107' ;18;REDE;Direção Nacional - REDE;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006008920256000000' ;30/06/2025;;;;;-;-;-;Não;
'00676262000170' ;13;PT;Direção Nacional - PT;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006042920256000000' ;30/06/2025;;;;;-;-;-;Não;
'01421697000137' ;40;PSB;Direção Nacional - PSB;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;27/06/2025;-;-;'-' ;'06005818320256000000' ;26/06/2025;;;;;-;-;-;Não;
'54956495000156' ;65;PC DO B / PCDOB;Direção Nacional - PC do B;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006069620256000000' ;30/06/2025;;;;;-;-;-;Não;
'03653474000120' ;45;PSDB;Direção Nacional - PSDB;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;30/06/2025;-;-;'-' ;'06005948220256000000' ;30/06/2025;;;;;-;-;-;Não;
'01248362000169' ;20;PODE;Direção Nacional - PODE;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06005887520256000000' ;27/06/2025;;;;;-;-;-;Não;
'01272982000133' ;28;PRTB;Direção Nacional - PRTB;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06005965220256000000' ;30/06/2025;;;;;-;-;-;Não;
'08517423000195' ;22;PL / PR;Direção Nacional - PL;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06005973720256000000' ;30/06/2025;;;;;-;-;-;Não;
'13629827000100' ;55;PSD;Direção Nacional - PSD;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;19/06/2025;-;-;'-' ;'06005384920256000000' ;18/06/2025;;;;;-;-;-;Não;
'18532307000107' ;77;SD / SDD / SOLIDARIEDADE;Direção Nacional - SOLIDARIEDADE;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;30/06/2025;-;-;'-' ;'06005913020256000000' ;29/06/2025;;;;;-;-;-;Não;
'00887169000105' ;11;PP;Direção Nacional - PP;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;27/06/2025;-;-;'-' ;'06005809820256000000' ;26/06/2025;;;;;-;-;-;Não;
'32206989000180' ;36;AGIR / PTC;Direção Nacional - AGIR;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;25/06/2025;-;-;'-' ;'06005644720256000000' ;24/06/2025;;;;;-;-;-;Não;
'49054431000120' ;25;PRD;Direção Nacional - PRD;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;28/06/2025;-;-;'-' ;'06005879020256000000' ;27/06/2025;;;;;-;-;-;Não;
'01585552000171' ;21;PCB;Direção Nacional - PCB;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006078120256000000' ;30/06/2025;;;;;-;-;-;Não;
'26235522000166' ;80;UP;Direção Nacional - UP;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006112120256000000' ;30/06/2025;;;;;-;-;-;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Não apresentada;04/07/2025;-;-;'-' ;'06006337920256000000' ;03/07/2025;;;;;-;-;-;Não;
'29417359000140' ;23;CIDADANIA / PPS;Direção Nacional - CIDADANIA;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;30/06/2025;-;-;'-' ;'06005921520256000000' ;29/06/2025;;;;;-;-;-;Não;
'01307059000190' ;29;PCO;Direção Nacional - PCO;-;Prestação de contas partidárias anuais;2024;BR - BRASIL;-;Em trâmite;01/07/2025;-;-;'-' ;'06006017420256000000' ;30/06/2025;;;;;-;-;-;Não;
'-' ;44;PRP;Direção Nacional - PRP;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;05/02/2026;-;-;'-' ;'06004441420196000000' ;09/08/2019;;;;;-;-;-;Não;
'-' ;44;PRP;Direção Nacional - PRP;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;05/02/2026;Aprovada com ressalvas;Acórdão;'160143824' ;'-' ;;06/03/2024;04/02/2026;;;-;-;18650.42;Não;
'-' ;31;PHS;Direção Nacional - PHS;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;17/03/2026;Desaprovada;Acórdão;'163789725' ;'06012406820206000000' ;04/08/2020;04/08/2025;12/03/2026;;;-;113155.92;755290.9;Não;
